Sequence ID	Full Name	Target Name	UniProt ID	Entrez Gene Name
35164-5	von Willebrand factor A domain-containing protein 3A	VWA3A	A6NCI4	VWA3A
35165-26	Breast cancer resistance protein	BCRP	Q9UNQ0	ABCG2
35167-1	Inversin	INVS	Q9Y283	INVS
35168-12	p53-induced death domain-containing protein 1	PIDD1	Q9HB75	PIDD1
35170-68	Developmental pluripotency-associated protein 3	DPPA3	Q6W0C5	DPPA3
35171-9	AF4/FMR2 family member 1	AFF1	P51825	AFF1
35172-2	Disks large homolog 5	DLG5	Q8TDM6	DLG5
35173-21	DNA repair protein REV1	REV1	Q9UBZ9	REV1
35175-115	3-hydroxybutyrate dehydrogenase	HBDH	Q02338	BDH1
35176-40	Cytokine-inducible SH2-containing protein	CISH	Q9NSE2	CISH
35177-87	Metabotropic glutamate receptor 1	GRM1	Q13255	GRM1
35179-77	5-aminolevulinate synthase, erythroid-specific, mitochondrial	HEM0	P22557	ALAS2
3518-54	Carboxypeptidase B2	TAFI	Q96IY4	CPB2
35182-145	Cytochrome P450 24A1, mitochondrial	Cytochrome P450 24A1	Q07973	CYP24A1
35183-87	Myosin heavy chain, skeletal muscle, perinatal	Myosin-8	P13535	MYH8
3519-3	C-C motif chemokine 17	TARC	Q92583	CCL17
35192-14	DNA repair protein RAD50	RAD50	Q92878	RAD50
35195-6	Adenosine A2a receptor	AA2AR	P29274	ADORA2A
35196-136	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1	PLCH1	Q4KWH8	PLCH1
35197-113	Alpha-actinin-3	ACTN3	Q08043	ACTN3
35198-69	26S protease regulatory subunit 7	PRS7	P35998	PSMC2
35199-15	Peroxisome biogenesis factor 2	PEX2	P28328	PEX2
3520-58	Transforming growth factor beta-3	TGF-b3	P10600	TGFB3
35200-33	Opsin-5	OPN5	Q6U736	OPN5
35204-3	Ancient ubiquitous protein 1	AUP1	Q9Y679	AUP1
35206-43	Small proline-rich protein 3	SPRR3	Q9UBC9	SPRR3
35209-51	Palladin	Palladin	Q8WX93	PALLD
3521-16	Thyroid Stimulating Hormone	TSH	P01222 | P01215	TSHB | CGA
35210-4	Adenylate cyclase type 1	ADCY1	Q08828	ADCY1
35212-2	Galectin-9-like protein A	LE9LA	Q3B8N2	LGALS9B
35215-45	TAK1-like protein	TAK1L	P57077	MAP3K7CL
35218-38	Lipoyl synthase, mitochondrial	LIAS	O43766	LIAS
35219-21	Utrophin	Utrophin	P46939	UTRN
3522-57	Vasoactive Intestinal Peptide	Vasoactive Intestinal Peptide	P01282	VIP
35220-41	ATP-binding cassette sub-family B member 5	ABCB5	Q2M3G0	ABCB5
35221-3	Latent-transforming growth factor beta-binding protein 2	LTBP-2	Q14767	LTBP2
35222-11	Transcription factor IIIA	TF3A	Q92664	GTF3A
35229-14	Pericentrin	PCNT	O95613	PCNT
35230-39	Tafazzin	TAZ	Q16635	TAZ
35237-26	E3 ubiquitin-protein ligase MIB2	MIB2	Q96AX9	MIB2
35238-60	Transcription initiation factor TFIID subunit 1	TAF1	P21675	TAF1
35239-176	NG,NG-dimethylarginine dimethylaminohydrolase 2	Dimethylargininase-2	O95865	DDAH2
35244-20	Nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor zeta	NF-kappa-B inhibitor zeta	Q9BYH8	NFKBIZ
35245-63	NUAK family SNF1-like kinase 1	NUAK1	O60285	NUAK1
35247-29	N-acetylaspartate synthetase	NAT8L	Q8N9F0	NAT8L
35248-5	Protein kinase C eta type	PKC-L	P24723	PRKCH
35252-7	Arginyl-tRNA synthetase, cytoplasmic	SYRC	P54136	RARS1
35254-21	GST mu2	GSTM2	P28161	GSTM2
35258-74	AN1-type zinc finger protein 6	ZFAN6	Q6FIF0	ZFAND6
35261-84	G protein beta 2 subunit	G protein beta 2 subunit	P62879	GNB2
35262-59	Parathyroid hormone 2 receptor	PTH2R	P49190	PTH2R
35263-6	ATP-binding cassette sub-family A member 3	ABC-C transporter	Q99758	ABCA3
35266-111	Transmembrane protein 16F	TM16F	Q4KMQ2	ANO6
35267-16	Mitochondrial ATP-binding cassette 1	M-ABC1	Q9NUT2	ABCB8
35268-87	Delta-sarcoglycan	SGCD	Q92629	SGCD
35270-100	EGF-like module-containing mucin-like hormone receptor-like 1	EMR1	Q14246	ADGRE1
35271-5	Guanylate-binding protein 3	GBP3	Q9H0R5	GBP3
35274-65	Luc7-like protein 3	LC7L3	O95232	LUC7L3
35275-1	Ninein	NIN	Q8N4C6	NIN
35276-137	Transient receptor potential cation channel subfamily V member 3	TRPV3	Q8NET8	TRPV3
35277-10	Protein WWC3	WWC3	Q9ULE0	WWC3
35279-1	Laminin subunit beta-4	LAMB4	A4D0S4	LAMB4
35280-54	Glycerol-3-phosphate acyltransferase 1, mitochondrial	GPAT1	Q9HCL2	GPAM
35282-1	Nuclear body protein SP140	SP140	Q13342	SP140
35289-7	Myelin transcription factor 1	MYT1	Q01538	MYT1
35290-95	Calcium-transporting ATPase type 2C member 2	AT2C2	O75185	ATP2C2
35291-4	Nuclear receptor coactivator 3	NCOA3	Q9Y6Q9	NCOA3
35294-22	Pannexin-1	PANX1	Q96RD7	PANX1
35295-14	Immunoglobulin superfamily member 1	IGSF1	Q8N6C5	IGSF1
35298-6	B-cell CLL/lymphoma 9 protein	BCL9	O00512	BCL9
35299-108	A disintegrin and metalloproteinase with thrombospondin motifs 16	ATS16	Q8TE57	ADAMTS16
35300-2	Calpain-11	CAN11	Q9UMQ6	CAPN11
35305-6	Centromere protein F	CENPF	P49454	CENPF
35306-7	Tight junction-associated protein 1	TJAP1	Q5JTD0	TJAP1
35307-4	Calmodulin-like protein 3	Calmodulin-related protein NB-1	P27482	CALML3
35312-33	Transcription initiation factor TFIID subunit 2	TAF2	Q6P1X5	TAF2
35314-15	Tensin-1	TENS1	Q9HBL0	TNS1
35332-3	Protein phosphatase Slingshot homolog 2	SSH2	Q76I76	SSH2
35333-12	Methyl-CpG-binding domain protein 2	MBD2	Q9UBB5	MBD2
35335-78	Dual specificity testis-specific protein kinase 1	TESK1	Q15569	TESK1
3534-14	CD40 ligand	CD40 ligand, soluble	P29965	CD40LG
35344-19	AP2-associated protein kinase 1	AAK1	Q2M2I8	AAK1
35346-27	Selenoprotein N	SELN	Q9NZV5	SELENON
35349-42	Sprouty-related, EVH1 domain-containing protein 2	SPRE2	Q7Z698	SPRED2
3535-84	Dickkopf-related protein 1	DKK1	O94907	DKK1
35354-111	Elongation factor 1-alpha 2	EF1A2	Q05639	EEF1A2
35355-25	Nesprin-1	SYNE1	Q8NF91	SYNE1
35358-13	Circadian locomoter output cycles protein kaput	CLOCK	O15516	CLOCK
35362-107	Nuclear receptor coactivator 1	NCOA1	Q15788	NCOA1
35364-13	DNA topoisomerase 3-beta-1	TOP3B	O95985	TOP3B
35365-20	Dynein heavy chain 11, axonemal	DYH11	Q96DT5	DNAH11
35367-11	Protocadherin beta-3	PCDB3	Q9Y5E6	PCDHB3
35370-18	Dedicator of cytokinesis protein 10	DOC10	Q96BY6	DOCK10
35372-25	Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform	PP2BA	Q08209	PPP3CA
35373-75	ATP-binding cassette sub-family F member 1	ABCF1	Q8NE71	ABCF1
35374-5	A disintegrin and metalloproteinase with thrombospondin motifs 12	ATS12	P58397	ADAMTS12
35376-16	Engulfment and cell motility protein 3	ELMO3	Q96BJ8	ELMO3
35377-24	Proprotein convertase subtilisin/kexin type 5	PCSK5	Q92824	PCSK5
35378-29	filamin B	filamin B	O75369	FLNB
3538-26	Aromatic-L-amino-acid decarboxylase	dopa decarboxylase	P20711	DDC
35380-1	Mannosyl-oligosaccharide glucosidase	MOGS	Q13724	MOGS
35381-3	Apolipoprotein(a)	Lp-(a)	P08519	LPA
35383-6	60S ribosomal protein L23a	RL23A	P62750	RPL23A
35386-189	ATP-binding cassette sub-family B member 10, mitochondrial	ABCBA	Q9NRK6	ABCB10
35388-34	Interferon-induced transmembrane protein 3	IFM3	Q01628	IFITM3
35389-20	Uroplakin-3a	UPK3A	O75631	UPK3A
35393-57	C-C chemokine receptor type 5	CCR5	P51681	CCR5
35397-19	Phospholipase A-2-activating protein	PLAA	Q9Y263	PLAA
35398-16	Breast cancer type 1 susceptibility protein	BRCA1	P38398	BRCA1
35399-10	Myosin-14	MYH14	Q7Z406	MYH14
35402-3	P2Y purinoceptor 2	P2RY2	P41231	P2RY2
35403-79	Excitatory amino acid transporter 5	EAA5	O00341	SLC1A7
35407-50	Myosin-7	MYH7	P12883	MYH7
35416-16	Chromodomain helicase-DNA-binding protein 4	CHD4	Q14839	CHD4
35418-10	Nuclear factor NF-kappa-B p100 subunit	NF-kappa-B p100	Q00653	NFKB2
35419-19	E3 ubiquitin-protein ligase UBR4	UBR4	Q5T4S7	UBR4
35421-2	Filaggrin-2	FILA2	Q5D862	FLG2
35424-60	Dedicator of cytokinesis protein 5	DOCK5	Q9H7D0	DOCK5
35428-43	Erlin-2	ERLN2	O94905	ERLIN2
35429-8	Substance-P receptor	NK1R	P25103	TACR1
35433-3	Myosin light chain kinase 3	MYLK3	Q32MK0	MYLK3
35434-6	Cell division cycle protein 27 homolog	CDC27	P30260	CDC27
35437-49	Lipase maturation factor 2	LMF2	Q9BU23	LMF2
35440-29	von Willebrand factor A domain-containing protein 5B2	VW5B2	Q8N398	VWA5B2
35441-6	UGT 2B7	UGT 2B7	P16662	UGT2B7
35443-24	Mucin-5AC	MUC5A	P98088	MUC5AC
35444-24	PITSLRE serine/threonine-protein kinase CDC2L1	CD2L1	P21127	CDK11B
35446-31	Protein WWC2	WWC2	Q6AWC2	WWC2
35447-3	AP-4 complex subunit beta-1	AP4B1	Q9Y6B7	AP4B1
35449-100	Spectrin beta chain, non-erythrocytic 4	SPTN4	Q9H254	SPTBN4
35450-1	Probable fibrosin-1	FBS1	Q9HAH7	FBRS
35452-14	Kinesin-like protein KIF14	KIF14	Q15058	KIF14
35454-16	Transformation/transcription domain-associated protein	TRRAP	Q9Y4A5	TRRAP
35455-33	Cytochrome P450 26B1	CP26B	Q9NR63	CYP26B1
35456-1	Proto-oncogene tyrosine-protein kinase Fes/Fps	FES	P07332	FES
35457-83	myosin, heavy polypeptide 11, smooth muscle	Myosin-11	P35749	MYH11
35459-2	Multidrug resistance-associated protein 7	MRP7	Q5T3U5	ABCC10
35460-25	CKLF-like MARVEL transmembrane domain-containing protein 1	CKLF1	Q8IZ96	CMTM1
35461-7	Zinc finger protein basonuclin-1	BNC1	Q01954	BNC1
35463-14	Retinoic acid receptor beta	RARB	P10826	RARB
35464-54	Phenylalanyl-tRNA synthetase alpha chain	SYFA	Q9Y285	FARSA
35466-19	Autophagy-related protein 16-1	A16L1	Q676U5	ATG16L1
35470-11	Hyaluronan synthase 2	HYAS2	Q92819	HAS2
35471-17	Three prime repair exonuclease 1	TREX1	Q9NSU2	TREX1
35474-11	Plectin-1	PLEC1	Q15149	PLEC
35476-2	USP6 N-terminal-like protein	US6NL	Q92738	USP6NL
35480-3	Disks large homolog 1	DLG1	Q12959	DLG1
35483-11	X-linked retinitis pigmentosa GTPase regulator-interacting protein 1	RPGR1	Q96KN7	RPGRIP1
35484-35	DNA polymerase alpha catalytic subunit	DPOLA	P09884	POLA1
35485-121	Glutamate [NMDA] receptor subunit epsilon-1	NMDE1	Q12879	GRIN2A
35486-19	Polyadenylate-binding protein 1-like	PAP1L	Q4VXU2	PABPC1L
35487-43	Tyrosine-protein kinase FRK	FRK	P42685	FRK
35495-119	BLOC-2 complex member HPS6	HPS6	Q86YV9	HPS6
35496-103	Guanine nucleotide-binding protein G(s) subunit alpha isoforms	GNAS	P63092 | Q5JWF2	GNAS
35497-33	Caspase-activated DNase	Caspase-activated DNase	O76075	DFFB
35499-8	Myosin-10	MYH10	P35580	MYH10
35500-10	Splicing factor 3B subunit 1	SF3B1	O75533	SF3B1
35504-75	Adenylate cyclase type 9	ADCY9	O60503	ADCY9
35505-4	Matrix metalloproteinase-24	MMP-24	Q9Y5R2	MMP24
35506-10	Adenylate cyclase type 7	ADCY7	P51828	ADCY7
35508-2	Immunoglobulin iota chain	VPREB	P12018	VPREB1
35509-6	Sperm protamine P1	HSP1	P04553	PRM1
3554-24	Adiponectin	Adiponectin	Q15848	ADIPOQ
35554-7	C-C motif chemokine 2	MCP-1	P13500	CCL2
35557-31	ATP-binding cassette transporter 7	ABCB7	O75027	ABCB7
35609-24	Galectin-3	Galectin-3	P17931	LGALS3
35667-19	Butyrophilin-like protein 10	BTNLA	A8MVZ5	BTNL10P
35668-5	CMRF35-like molecule 4	CLM4	Q6UXZ3	CD300LD
35669-2	Leukocyte immunoglobulin-like receptor subfamily B member 2	ILT-4	Q8N423	LILRB2
35677-29	C-type lectin domain family 17, member A	CL17A	Q6ZS10	CLEC17A
35679-38	Atrial natriuretic peptide clearance receptor	ANPRC	P17342	NPR3
35688-4	Fibrillin 1	Fibrillin 1	P35555	FBN1
35693-18	Lymphocyte antigen 6E	LY6E	Q16553	LY6E
35695-68	NKG2-C type II integral membrane protein	NKG2C	P26717	KLRC2
35696-8	Amphoterin-induced protein 3	AMGO3	Q86WK7	AMIGO3
35701-117	T-cell surface glycoprotein CD3 delta chain	CD3D	P04234	CD3D
35707-93	Interleukin-17 receptor B	IL-17B R	Q9NRM6	IL17RB
35711-49	Intercellular adhesion molecule 2	sICAM-2	P13598	ICAM2
35712-15	GDNF family receptor alpha-3	GFRa-3	O60609	GFRA3
35714-32	Cadherin-15:Extracellular domain	CAD15:ECD	P55291	CDH15
35717-47	Tumor necrosis factor ligand superfamily member 11	sRANKL	O14788	TNFSF11
35724-264	Signal-regulatory protein delta	SIRPD	Q9H106	SIRPD
35725-14	Epsilon-sarcoglycan	SGCE	O43556	SGCE
35727-37	Secreted Ly-6/uPAR domain-containing protein 2	SLUR2	P0DP57	SLURP2
35728-5	Ly6/PLAUR domain-containing protein 6	LYPD6	Q86Y78	LYPD6
35729-52	Lymphocyte antigen 6 complex locus protein G6f	LY66F	Q5SQ64	LY6G6F
35730-9	Killer cell lectin-like receptor subfamily F member 2	KLRF2	D3W0D1	KLRF2
35731-67	Lymphocyte antigen 6 complex, locus K	Lymphocyte antigen 6K	Q17RY6	LY6K
35736-24	Semaphorin-3D	SEM3D	O95025	SEMA3D
35741-127	C-type lectin domain family 4 member E	CLC4E	Q9ULY5	CLEC4E
35744-99	Toll-like receptor 7	TLR7	Q9NYK1	TLR7
35745-53	Immunoglobulin-like domain-containing receptor 1	ILDR1	Q86SU0	ILDR1
35746-46	Semaphorin-3F	SEM3F	Q13275	SEMA3F
35749-10	Frizzled-2	FZD2	Q14332	FZD2
35751-53	B-lymphocyte antigen CD19	CD19	P15391	CD19
35754-47	Leucine-rich repeats and immunoglobulin-like domains protein 2	LRIG2	O94898	LRIG2
35755-21	CD28	CD28	P10747	CD28
35758-74	Protein mono-ADP-ribosyltransferase PARP14	PARP-14	Q460N5	PARP14
35764-5	Laminin subunit alpha-4	LAMA4	Q16363	LAMA4
35766-74	Cytoskeleton-associated protein 4	CKAP4	Q07065	CKAP4
35768-8	CD70 antigen	CD70	P32970	CD70
35770-27	Cysteine-rich motor neuron 1 protein	CRIM1	Q9NZV1	CRIM1
35771-128	T-cell surface glycoprotein CD5	CD5	P06127	CD5
35773-99	Leucine-rich repeat-containing protein 25	LRC25	Q8N386	LRRC25
3580-25	Alpha-1-antitrypsin	a1-Antitrypsin	P01009	SERPINA1
3581-53	Alpha-2-HS-glycoprotein	a2-HS-Glycoprotein	P02765	AHSG
3583-54	Arylsulfatase A	Arylsulfatase A	P15289	ARSA
3585-54	Basigin	BASI	P35613	BSG
3587-53	Bone morphogenetic protein 10	BMP10	O95393	BMP10
3591-51	Cadherin-6	Cadherin-6	P55285	CDH6
3592-4	Calcium/calmodulin-dependent protein kinase type 1	CAMK1	Q14012	CAMK1
3593-72	Caspase-3	Caspase-3	P42574	CASP3
3600-2	Chitotriosidase-1	Chitotriosidase-1	Q13231	CHIT1
3601-54	Neural cell adhesion molecule L1-like protein	CHL1	O00533	CHL1
3603-60	C-type lectin domain family 7 member A	CLC7A	Q9BXN2	CLEC7A
3605-77	Mannan-binding lectin serine protease 1:Mannan-binding lectin serine protease 1 light chain	MASP3:Light	P48740	MASP1
3607-71	Dickkopf-related protein 3	DKK3	Q9UBP4	DKK3
3611-70	Endothelin-converting enzyme 1:Extracellular domain	Endothelin-converting enzyme 1:ECD	P42892	ECE1
3613-62	Ficolin-1	FCN1	O00602	FCN1
3616-3	N-acetylglucosamine-6-sulfatase	GNS	P15586	GNS
3617-80	Hepatocyte growth factor activator	HGFA	Q04756	HGFAC
3620-67	Interleukin-22 receptor subunit alpha-1	IL22RA1	Q8N6P7	IL22RA1
3622-33	Legumain	LGMN	Q99538	LGMN
3623-84	Lymphocyte antigen 86	LY86	O95711	LY86
3624-3	Serine protease 27	Marapsin	Q9BQR3	PRSS27
3627-71	Membrane metallo-endopeptidase-like 1	MMEL2	Q495T6	MMEL1
3628-3	Dual specificity mitogen-activated protein kinase kinase 2	MP2K2	P36507	MAP2K2
3629-60	Serine/threonine-protein kinase MRCK beta	MRCKB	Q9Y5S2	CDC42BPB
3630-27	Cell adhesion molecule 3	Nectin-like protein 1	Q8N126	CADM3
3633-70	Nidogen-2	NID2	Q14112	NID2
3634-5	Opioid-binding protein/cell adhesion molecule	OBCAM	Q14982	OPCML
3635-76	OCIA domain-containing protein 1	OCAD1	Q9NX40	OCIAD1
3636-37	Oxidized low-density lipoprotein receptor 1	OLR1	P78380	OLR1
3640-14	alpha-2-macroglobulin receptor-associated protein	RAP	P30533	LRPAP1
3642-4	SLAM family member 5	SLAF5	Q9UIB8	CD84
3644-5	Dickkopf-like protein 1	Soggy-1	Q9UK85	DKKL1
3646-7	Tyrosine-protein kinase Tec	TEC	P42680	TEC
3647-49	Toll-like receptor 4:Lymphocyte antigen 96 complex	TLR4:MD-2 complex	O00206 | Q9Y6Y9	TLR4 | LY96
3651-50	Vascular endothelial growth factor receptor 2	VEGF sR2	P35968	KDR
3654-27	BMP-binding endothelial regulator protein	BMPER	Q8N8U9	BMPER
3666-17	Complement factor H-related protein 5	complement factor H-related 5	Q9BXR6	CFHR5
3676-15	Cation-independent mannose-6-phosphate receptor	IGF-II receptor	P11717	IGF2R
3681-87	Kallikrein-14	kallikrein 14	Q9P0G3	KLK14
3684-78	Macrophage scavenger receptor types I and II:Extracellular domain	Macrophage scavenger receptor:ECD	P21757	MSR1
3685-53	Membrane frizzled-related protein	MFRP	Q9BY79	MFRP
3708-62	Alpha-2-macroglobulin	a2-Macroglobulin	P01023	A2M
3709-4	Alanine aminotransferase 1	ALT	P24298	GPT
3710-49	Angiostatin	Angiostatin	P00747	PLG
3714-49	Creatine kinase M-type:Creatine kinase B-type heterodimer	CK-MB	P06732 | P12277	CKM | CKB
3719-2	Cyclin-dependent kinase inhibitor 1B	p27Kip1	P46527	CDKN1B
3723-1	Brain natriuretic peptide 32	BNP-32	P16860	NPPB
3727-35	Peptide YY	PYY	P10082	PYY
3728-52	Secretin	Secretin	P09683	SCT
3730-81	Tumor necrosis factor receptor superfamily member 4	TNR4	P43489	TNFRSF4
3736-60	Bone morphogenetic protein 6	BMP-6	P22004	BMP6
3738-54	Macrophage colony-stimulating factor 1	CSF-1	P09603	CSF1
3739-72	Integrin alpha-IIb: beta-3 complex	gpIIbIIIa	P05106 | P08514	ITGB3 | ITGA2B
3741-4	Interleukin-5	IL-5	P05113	IL5
3758-63	Activated Protein C	Activated Protein C	P04070	PROC
3758-68	Activated Protein C	Activated Protein C	P04070	PROC
3761-4	Prostaglandin G/H synthase 2	COX-2	P35354	PTGS2
3766-51	Syntaxin-1A	STX1a	Q16623	STX1A
3773-15	Angiopoietin-1 receptor, soluble	sTie-2	Q02763	TEK
3795-6	Disintegrin and metalloproteinase domain-containing protein 9	ADAM 9	Q13443	ADAM9
3796-79	Angiopoietin-related protein 4	ANGL4	Q9BY76	ANGPTL4
3797-1	Cadherin-2	Cadherin-2	P19022	CDH2
3798-71	Carbonic anhydrase 9	Carbonic anhydrase 9	Q16790	CA9
3799-11	Carbonic anhydrase 3	Carbonic anhydrase III	P07451	CA3
3800-71	Creatine kinase B-type	CK-BB	P12277	CKB
3803-10	Cystatin-D	CYTD	P28325	CST5
3805-16	Endothelial cell-specific molecule 1	Endocan	Q9NQ30	ESM1
3806-55	Ephrin type-A receptor 5	EphA5	P54756	EPHA5
3807-1	Fibroblast growth factor 23	FGF23	Q9GZV9	FGF23
3808-76	Fibroblast growth factor receptor 2	FGFR-2	P21802	FGFR2
3809-1	Fibroblast growth factor receptor 3:Cytoplasmic domain	FGFR-3:CD	P22607	FGFR3
3810-50	Tyrosine-protein kinase Fgr	FGR	P09769	FGR
3813-3	Tyrosine-protein kinase Fyn	FYN	P06241	FYN
3814-63	Interleukin-11 receptor subunit alpha	IL-11 RA	Q14626	IL11RA
3815-14	Interleukin-12 receptor subunit beta-2	IL-12 RB2	Q99665	IL12RB2
3817-18	Protein kinase C theta type	KPCT	Q04759	PRKCQ
3820-68	MAP kinase-activated protein kinase 2	MAPK2	P49137	MAPKAPK2
3821-28	MAP kinase-activated protein kinase 5	MAPK5	Q8IW41	MAPKAPK5
3822-54	MAP kinase-activated protein kinase 3	MAPKAPK3	Q16644	MAPKAPK3
3823-9	Megakaryocyte-associated tyrosine-protein kinase	MATK	P42679	MATK
3825-18	Mitogen-activated protein kinase 8	MK08	P45983	MAPK8
3827-22	Serine/threonine-protein kinase PAK 6	PAK6	Q9NQU5	PAK6
3828-54	Platelet-derived growth factor C	PDGF-CC	Q9NRA1	PDGFC
3831-21	Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN	pTEN	P60484	PTEN
3832-51	Protein-tyrosine kinase 6	PTK6	Q13882	PTK6
3835-11	Toll-like receptor 2	TLR2	O60603	TLR2
3836-51	Ubiquitin-fold modifier 1	UFM1	P61960	UFM1
3837-6	Tyrosine-protein kinase ZAP-70	ZAP70	P43403	ZAP70
3839-60	AH receptor-interacting protein	AIP	O00170	AIP
3844-2	Peptidyl-prolyl cis-trans isomerase A	Cyclophilin A	P62937	PPIA
3845-51	Dynein light chain roadblock-type 1	DLRB1	Q9NP97	DYNLRB1
3847-56	Persulfide dioxygenase ETHE1, mitochondrial	ETHE1	O95571	ETHE1
3848-14	Glyceraldehyde-3-phosphate dehydrogenase	GAPDH, liver	P04406	GAPDH
3852-19	DnaJ homolog subfamily B member 1	HSP 40	P25685	DNAJB1
3853-56	Malate dehydrogenase, cytoplasmic	MDHC	P40925	MDH1
3854-24	Nascent polypeptide-associated complex subunit alpha	NACA	Q13765	NACA
3855-56	Peroxiredoxin-1	Peroxiredoxin-1	Q06830	PRDX1
3858-5	Low molecular weight phosphotyrosine protein phosphatase	PPAC	P24666	ACP1
3859-50	Proteasome subunit alpha type-1	PSA1	P25786	PSMA1
3860-7	Proteasome subunit alpha type-6	PSA6	P60900	PSMA6
3864-5	40S ribosomal protein S7	RS7	P62081	RPS7
3866-7	Ribosome maturation protein SBDS	SBDS	Q9Y3A5	SBDS
3867-49	Seizure 6-like protein 2	SE6L2	Q6UXD5	SEZ6L2
3868-8	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	O43765	SGTA
3872-2	Translationally-controlled tumor protein	TCTP	P13693	TPT1
3873-51	Thyroid peroxidase	TMA	P07202	TPO
3874-8	Ubiquitin-conjugating enzyme E2 L3	UB2L3	P68036	UBE2L3
3875-62	AT-rich interactive domain-containing protein 3A	ARI3A	Q99856	ARID3A
3879-50	Hsp90 co-chaperone Cdc37	CDC37	Q16543	CDC37
3881-49	Dynein light chain 1, cytoplasmic	DLC8	P63167	DYNLL1
3887-90	Importin subunit beta-1	IMB1	Q14974	KPNB1
3888-8	Inhibitor of growth protein 1	ING1	Q9UK53	ING1
3889-64	Lamin-B1	Lamin-B1	P20700	LMNB1
3890-8	L-lactate dehydrogenase B chain	LDH-H 1	P07195	LDHB
3891-56	Methyl-CpG-binding domain protein 4	MBD4	O95243	MBD4
3892-21	Mediator of RNA polymerase II transcription subunit 1	MED-1	Q15648	MED1
3893-64	Mesothelin	Mesothelin	Q13421	MSLN
3894-15	N-acetyl-D-glucosamine kinase	NAGK	Q9UJ70	NAGK
3896-5	Phosphoglycerate mutase 1	Phosphoglycerate mutase 1	P18669	PGAM1
3897-61	Pyridoxal phosphate phosphatase	PLPP	Q96GD0	PDXP
3898-5	26S proteasome non-ATPase regulatory subunit 7	PSD7	P51665	PSMD7
3902-21	S-phase kinase-associated protein 1	SKP1	P63208	SKP1
3903-49	Sorting nexin-4	Sorting nexin 4	O95219	SNX4
3905-62	Ubiquitin-conjugating enzyme E2 N	UBE2N	P61088	UBE2N
4122-12	Epithelial discoidin domain-containing receptor 1	discoidin domain receptor 1	Q08345	DDR1
4123-60	Fibroblast growth factor 4	FGF-4	P08620	FGF4
4124-24	Heat shock 70 kDa protein 1A	HSP 70	P0DMV8	HSPA1A
4125-52	Advanced glycosylation end product-specific receptor, soluble	sRAGE	Q15109	AGER
4126-22	Bactericidal permeability-increasing protein	BPI	P17213	BPI
4127-75	Complement component C6	C6	P13671	C6
4128-27	C-C motif chemokine 24	Eotaxin-2	O00175	CCL24
4129-72	Complement factor B	Factor B	P00751	CFB
4130-71	Fibroblast growth factor 6	FGF-6	P10767	FGF6
4131-72	Fibronectin	Fibronectin	P02751	FN1
4132-27	Follistatin	FST	P19883	FST
4133-54	Granzyme B	Granzyme B	P10144	GZMB
4135-84	Immunoglobulin E	IgE	P01854	IGHE | IGL | IGK
4136-40	Interleukin-17D	IL-17D	Q8TAD2	IL17D
4137-57	Interleukin-25	IL-17E	Q9H293	IL25
4138-25	Interleukin-20	IL-20	Q9NYY1	IL20
4138-8	Interleukin-20	IL-20	Q9NYY1	IL20
4139-71	Interleukin-6 receptor subunit alpha	IL-6 sRa	P08887	IL6R
4140-3	Interleukin-7	IL-7	P13232	IL7
4141-79	C-X-C motif chemokine 10	IP-10	P02778	CXCL10
4143-74	Lymphotactin	Lymphotactin	P47992	XCL1
4144-13	C-C motif chemokine 13	MCP-4	Q99616	CCL13
4145-58	Neurotrophin-3	Neurotrophin-3	P20783	NTF3
4146-58	Neurotrophin-4	Neurotrophin-5	P34130	NTF4
4148-49	Pappalysin-1	PAPP-A	Q13219	PAPPA
4149-8	Platelet-derived growth factor subunit B	PDGF-BB	P01127	PDGFB
4150-75	Plasmin	Plasmin	P00747	PLG
4151-6	Plasminogen	Plasminogen	P00747	PLG
4152-58	Plasma kallikrein	Prekallikrein	P03952	KLKB1
4153-11	Alpha-1-antichymotrypsin complex	alpha-1-antichymotrypsin complex	P07288 | P01011	KLK3 | SERPINA3
4154-57	P-selectin	P-Selectin	P16109	SELP
4155-3	Tenascin	Tenascin	P24821	TNC
4156-74	Transforming growth factor beta-2	TGF-b2	P61812	TGFB2
4157-2	Thrombin	Thrombin	P00734	F2
4158-54	Urokinase-type plasminogen activator	uPA	P00749	PLAU
4159-130	Complement factor H	Factor H	P08603	CFH
4160-49	72 kDa type IV collagenase	MMP-2	P08253	MMP2
4162-54	Serotransferrin	Transferrin	P02787	TF
4163-5	Histone H2A.z	Histone H2A.z	P0C0S5	H2AZ1
4179-57	14-3-3 protein gamma	14-3-3 protein gamma	P61981	YWHAG
4184-43	Eukaryotic translation initiation factor 4E-binding protein 2	4EBP2	Q13542	EIF4EBP2
4187-49	6-phosphogluconate dehydrogenase, decarboxylating	6-Phosphogluconate dehydrogenase	P52209	PGD
4188-1	Aflatoxin B1 aldehyde reductase member 2	Aflatoxin B1 aldehyde reductase	O43488	AKR7A2
4192-10	Alcohol dehydrogenase [NADP(+)]	AK1A1	P14550	AKR1A1
