"seqid"	"somaid"	"target"	"targetfull"	"chr"	"start"	"end"	"entrezgenesymbol"	"entrezgeneid"	"uniprotid"	"pathways_wiki"	"pathways_pid"	"pathways_uni"	"pathways_reactome"	"pathways_studio"	"ipa_drugs"	"ipa_applications"	"uniprotcomment"	"locus"	"network"
"12818-159_3"	""	"UT2"	"Urea transporter 2"	"18"	"42792960"	"43263651"	"SLC14A2"	"ENSG00000132874"	"Q15849"	""	""	""	""	""	""	""	"Specialized low-affinity vasopressin-regulated urea transporter. Mediates rapid transepithelial urea transport across the inner medullary collecting duct and plays a major role in the urinary concentrating mechanism."	""	"FALSE"
"12830-4_3"	""	"SAP18"	"Histone deacetylase complex subunit SAP18"	"13"	"21714653"	"21723223"	"SAP18"	"ENSG00000150459"	"O00422"	""	""	""	""	""	""	""	"Component of the SIN3-repressing complex. Enhances the ability of SIN3-HDAC1-mediated transcriptional repression. When tethered to the promoter, it can direct the formation of a repressive complex to core histone proteins. Auxiliary component of the splicing-dependent multiprotein exon junction complex (EJC) deposited at splice junction on mRNAs. The EJC is a dynamic structure consisting of core proteins and several peripheral nuclear and cytoplasmic associated factors that join the complex only transiently either during EJC assembly or during subsequent mRNA metabolism. Component of the ASAP and PSAP complexes which bind RNA in a sequence-independent manner and are proposed to be recruited to the EJC prior to or during the splicing process and to regulate specific excision of introns in specific transcription subsets. The ASAP complex can inhibit mRNA processing during in vitro splicing reactions. The ASAP complex promotes apoptosis and is disassembled after induction of apoptosis. Involved in the splicing modulation of BCL2L1/Bcl-X (and probably other apoptotic genes); specifically inhibits the formation of proapoptotic isoforms such as Bcl-X(S); the activity is different from the established EJC assembly and function."	""	"FALSE"
"12842-43_3"	""	"STX10"	"Syntaxin-10"	"19"	"13254872"	"13261197"	"STX10"	"ENSG00000104915"	"O60499"	""	""	""	""	""	""	""	"SNARE involved in vesicular transport from the late endosomes to the trans-Golgi network."	""	"FALSE"
"12875-28_3"	""	"UBTD2"	"Ubiquitin domain-containing protein 2"	"5"	"171636644"	"171711075"	"UBTD2"	"ENSG00000168246"	"Q8WUN7"	""	""	""	""	""	""	""	"EBI-12867288"	""	"FALSE"
"12878-60_3"	""	"OSB11"	"Oxysterol-binding protein-related protein 11"	"3"	"125247702"	"125313934"	"OSBPL11"	"ENSG00000144909"	"Q9BXB4"	""	""	""	""	""	""	""	"Plays a role in regulating ADIPOQ and FABP4 levels in differentiating adipocytes and is also involved in regulation of adipocyte triglyceride storage (PubMed:23028956). Weakly binds 25-hydroxycholesterol (PubMed:17428193)."	""	"FALSE"
"12881-17_3"	""	"RDH16"	"Retinol dehydrogenase 16"	"12"	"57345215"	"57353158"	"RDH16"	"ENSG00000139547"	"O75452"	""	""	""	""	""	""	""	"Oxidoreductase with a preference for NAD. Oxidizes all-trans-retinol and 13-cis-retinol to the corresponding aldehydes. Has higher activity towards CRBP-bound retinol than with free retinol. Oxidizes 3-alpha-hydroxysteroids. Oxidizes androstanediol and androsterone to dihydrotestosterone and androstanedione. Can also catalyze the reverse reaction."	""	"FALSE"
"12885-42_3"	""	"NR1D2"	"Nuclear receptor subfamily 1 group D member 2"	"3"	"23986751"	"24022109"	"NR1D2"	"ENSG00000174738"	"Q14995"	""	""	""	""	""	""	""	"Transcriptional repressor which coordinates circadian rhythm and metabolic pathways in a heme-dependent manner. Integral component of the complex transcription machinery that governs circadian rhythmicity and forms a critical negative limb of the circadian clock by directly repressing the expression of core clock components ARNTL/BMAL1 and CLOCK. Also regulates genes involved in metabolic functions, including lipid metabolism and the inflammatory response. Acts as a receptor for heme which stimulates its interaction with the NCOR1/HDAC3 corepressor complex, enhancing transcriptional repression. Recognizes two classes of DNA response elements within the promoter of its target genes and can bind to DNA as either monomers or homodimers, depending on the nature of the response element. Binds as a monomer to a response element composed of the consensus half-site motif 5'-[A/G]GGTCA-3' preceded by an A/T-rich 5' sequence (RevRE), or as a homodimer to a direct repeat of the core motif spaced by two nuclegotides (RevDR-2). Acts as a potent competitive repressor of ROR alpha (RORA) function and also negatively regulates the expression of NR1D1. Regulates lipid and energy homeostasis in the skeletal muscle via repression of genes involved in lipid metabolism and myogenesis including: CD36, FABP3, FABP4, UCP3, SCD1 and MSTN. Regulates hepatic lipid metabolism via the repression of APOC3. Represses gene expression at a distance in macrophages by inhibiting the transcription of enhancer-derived RNAs (eRNAs). In addition to its activity as a repressor, can also act as a transcriptional activator. Acts as a transcriptional activator of the sterol regulatory element-binding protein 1 (SREBF1) and the inflammatory mediator interleukin-6 (IL6) in the skeletal muscle."	""	"FALSE"
"12891-1_3"	""	"MILK2"	"MICAL-like protein 2"	"7"	"1468101"	"1499138"	"MICALL2"	"ENSG00000164877"	"Q8IY33"	""	""	""	""	""	""	""	"Effector of small Rab GTPases which is involved in junctional complexes assembly through the regulation of cell adhesion molecules transport to the plasma membrane and actin cytoskeleton reorganization. Regulates the endocytic recycling of occludins, claudins and E-cadherin to the plasma membrane and may thereby regulate the establishment of tight junctions and adherens junctions. In parallel, may regulate actin cytoskeleton reorganization directly through interaction with F-actin or indirectly through actinins and filamins. Most probably involved in the processes of epithelial cell differentiation, cell spreading and neurite outgrowth (By similarity)."	""	"FALSE"
"12893-159_3"	""	"IP16"	"Gamma-interferon-inducible protein 16"	"1"	"158969758"	"159024945"	"IFI16"	"ENSG00000163565"	"Q16666"	""	""	""	""	""	""	""	"Binds double-stranded DNA. Binds preferentially to supercoiled DNA and cruciform DNA structures. Seems to be involved in transcriptional regulation. May function as a transcriptional repressor. Could have a role in the regulation of hematopoietic differentiation through activation of unknown target genes. Controls cellular proliferation by modulating the functions of cell cycle regulatory factors including p53/TP53 and the retinoblastoma protein. May be involved in TP53-mediated transcriptional activation by enhancing TP53 sequence-specific DNA binding and modulating TP53 phosphorylation status. Seems to be involved in energy-level-dependent activation of the ATM/ AMPK/TP53 pathway coupled to regulation of autophagy. May be involved in regulation of TP53-mediated cell death also involving BRCA1. May be involved in the senescence of prostate epithelial cells. Involved in innate immune response by recognizing viral dsDNA in the cytosol and probably in the nucleus. After binding to viral DNA in the cytoplasm recruits TMEM173/STING and mediates the induction of IFN-beta. Has anti-inflammatory activity and inhibits the activation of the AIM2 inflammasome, probably via association with AIM2. Proposed to bind viral DNA in the nucleus, such as of Kaposi's sarcoma-associated herpesvirus, and to induce the formation of nuclear caspase-1-activating inflammasome formation via association with PYCARD. Inhibits replication of herpesviruses such as human cytomegalovirus (HCMV) probably by interfering with promoter recruitment of members of the Sp1 family of transcription factors. Necessary to activate the IRF3 signaling cascade during human herpes simplex virus 1 (HHV-1) infection and promotes the assembly of heterochromatin on herpesviral DNA and inhibition of viral immediate-early gene expression and replication. Involved in the MTA1-mediated epigenetic regulation of ESR1 expression in breast cancer."	""	"FALSE"
"12894-3_3"	""	"PAXI1"	"PAX-interacting protein 1"	"7"	"154735397"	"154794794"	"PAXIP1"	"ENSG00000157212"	"Q6ZW49"	""	""	""	""	""	""	""	"Involved in DNA damage response and in transcriptional regulation through histone methyltransferase (HMT) complexes. Plays a role in early development. In DNA damage response is required for cell survival after ionizing radiation. In vitro shown to be involved in the homologous recombination mechanism for the repair of double-strand breaks (DSBs). Its localization to DNA damage foci requires RNF8 and UBE2N. Recruits TP53BP1 to DNA damage foci and, at least in particular repair processes, effective DNA damage response appears to require the association with TP53BP1 phosphorylated by ATM at 'Ser-25'. Together with TP53BP1 regulates ATM association. Proposed to recruit PAGR1 to sites of DNA damage and the PAGR1:PAXIP1 complex is required for cell survival in response to DNA damage; the function is probably independent of MLL-containing histone methyltransferase (HMT) complexes. However, this function has been questioned (By similarity). Promotes ubiquitination of PCNA following UV irradiation and may regulate recruitment of polymerase eta and RAD51 to chromatin after DNA damage. Proposed to be involved in transcriptional regulation by linking MLL-containing histone methyltransferase (HMT) complexes to gene promoters by interacting with promoter-bound transcription factors such as PAX2. Associates with gene promoters that are known to be regulated by KMT2D/MLL2. During immunoglobulin class switching in activated B-cells is involved in trimethylation of histone H3 at 'Lys-4' and in transcription initiation of downstream switch regions at the immunoglobulin heavy-chain (Igh) locus; this function appears to involve the recruitment of MLL-containing HMT complexes. Conflictingly, its function in transcriptional regulation during immunoglobulin class switching is reported to be independent of the MLL2/MLL3 complex (By similarity)."	""	"FALSE"
"12895-28_3"	""	"DGKB"	"Diacylglycerol kinase beta"	"7"	"14184674"	"15014402"	"DGKB"	"ENSG00000136267"	"Q9Y6T7"	""	""	""	""	""	""	""	"Exhibits high phosphorylation activity for long-chain diacylglycerols."	""	"FALSE"
"12908-15_3"	""	"Apo A-V"	"Apolipoprotein A-V"	"11"	"116660083"	"116663136"	"APOA5"	"ENSG00000110243"	"Q6Q788"	""	""	""	""	""	""	""	"Minor apolipoprotein mainly associated with HDL and to a lesser extent with VLDL. May also be associated with chylomicrons. Important determinant of plasma triglyceride (TG) levels by both being a potent stimulator of apo-CII lipoprotein lipase (LPL) TG hydrolysis and a inhibitor of the hepatic VLDL-TG production rate (without affecting the VLDL-apoB production rate) (By similarity). Activates poorly lecithin:cholesterol acyltransferase (LCAT) and does not enhance efflux of cholesterol from macrophages."	""	"FALSE"
"12931-16_3"	""	"MCR"	"Mineralocorticoid receptor"	"4"	"148999913"	"149365850"	"NR3C2"	"ENSG00000151623"	"P08235"	""	""	""	""	""	""	""	"Receptor for both mineralocorticoids (MC) such as aldosterone and glucocorticoids (GC) such as corticosterone or cortisol. Binds to mineralocorticoid response elements (MRE) and transactivates target genes. The effect of MC is to increase ion and water transport and thus raise extracellular fluid volume and blood pressure and lower potassium levels."	""	"FALSE"
"12936-38_3"	""	"RLBP1"	"Retinaldehyde-binding protein 1"	"15"	"89753100"	"89764982"	"RLBP1"	"ENSG00000140522"	"P12271"	""	""	""	""	""	""	""	"Soluble retinoid carrier essential the proper function of both rod and cone photoreceptors. Participates in the regeneration of active 11-cis-retinol and 11-cis-retinaldehyde, from the inactive 11-trans products of the rhodopsin photocycle and in the de novo synthesis of these retinoids from 11-trans metabolic precursors. The cycling of retinoids between photoreceptor and adjacent pigment epithelium cells is known as the 'visual cycle'."	""	"FALSE"
"12939-1_3"	""	"RPAC1"	"DNA-directed RNA polymerases I and III subunit RPAC1"	"6"	"43477440"	"43497323"	"POLR1C"	"ENSG00000171453"	"O15160"	""	""	""	""	""	""	""	"DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Common component of RNA polymerases I and III which synthesize ribosomal RNA precursors and small RNAs, such as 5S rRNA and tRNAs, respectively. RPAC1 is part of the Pol core element with the central large cleft and probably a clamp element that moves to open and close the cleft (By similarity)."	""	"FALSE"
"12940-35_3"	""	"AL3B1"	"Aldehyde dehydrogenase family 3 member B1"	"11"	"67776048"	"67796749"	"ALDH3B1"	"ENSG00000006534"	"P43353"	""	""	""	""	""	""	""	"Oxidizes medium and long chain saturated and unsaturated aldehydes. Metabolizes also benzaldehyde. Low activity towards acetaldehyde and 3,4-dihydroxyphenylacetaldehyde. May not metabolize short chain aldehydes. May use both NADP(+) and NAD(+) as cofactors. May have a protective role against the cytotoxicity induced by lipid peroxidation."	""	"FALSE"
"12960-9_3"	""	"HXK4"	"Glucokinase"	"7"	"44183870"	"44237769"	"GCK"	"ENSG00000106633"	"P35557"	""	""	""	""	""	""	""	"Catalyzes the initial step in utilization of glucose by the beta-cell and liver at physiological glucose concentration. Glucokinase has a high Km for glucose, and so it is effective only when glucose is abundant. The role of GCK is to provide G6P for the synthesis of glycogen. Pancreatic glucokinase plays an important role in modulating insulin secretion. Hepatic glucokinase helps to facilitate the uptake and conversion of glucose by acting as an insulin-sensitive determinant of hepatic glucose usage."	""	"FALSE"
"12970-35_3"	""	"STAU2"	"Double-stranded RNA-binding protein Staufen homolog 2"	"8"	"74332604"	"74659943"	"STAU2"	"ENSG00000040341"	"Q9NUL3"	""	""	""	""	""	""	""	"RNA-binding protein required for the microtubule-dependent transport of neuronal RNA from the cell body to the dendrite. As protein synthesis occurs within the dendrite, the localization of specific mRNAs to dendrites may be a prerequisite for neurite outgrowth and plasticity at sites distant from the cell body (By similarity)."	""	"FALSE"
"12987-12_3"	""	"SRSF7"	"Serine/arginine-rich splicing factor 7"	"2"	"38970741"	"38978636"	"SRSF7"	"ENSG00000115875"	"Q16629"	""	""	""	""	""	""	""	"Required for pre-mRNA splicing. Can also modulate alternative splicing in vitro. Represses the splicing of MAPT/Tau exon 10. May function as export adapter involved in mRNA nuclear export such as of histone H2A. Binds mRNA which is thought to be transferred to the NXF1-NXT1 heterodimer for export (TAP/NXF1 pathway); enhances NXF1-NXT1 RNA-binding activity. RNA-binding is semi-sequence specific."	""	"FALSE"
